item1101;Einfaches Kupfer-Schwert;7-11 Schaden, schnell (ø 36 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 6 Sekunden;Parieren: mittelmäßig mit sehr hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;25 Behinderung;0.900 kg, Schwerter, Stufe 1;1200 Gold
item1111;Einfacher Kupfer-Säbel;6-10 Schaden, sehrschnell (ø 32 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): gering;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Gegnerbindung: sehr hoch;Effektivität mit zwei Waffen: sehr hoch;Waffenwechselzeit: 4 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;15 Behinderung;0.700 kg, Schwerter, Stufe 1;1200 Gold
item1121;Einfaches Kupfer-Rapier;5-9 Schaden, sehrschnell (ø 28 Schaden pro Runde);Kritische Treffer: mittelmäßig mit hohem Potenzial;Kritische Treffer (Effektivität): sehr hoch;Treffsicherheit: sehr hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 4 Sekunden;Parieren: mittelmäßig mit hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.000 kg, Schwerter, Stufe 1;1200 Gold
item1102;Verstärktes Kupfer-Schwert;12-18 Schaden, schnell (ø 60 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 6 Sekunden;Parieren: mittelmäßig mit sehr hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;25 Behinderung;0.900 kg, Schwerter, Stufe 4;1800 Gold
item1112;Verstärkter Kupfer-Säbel;11-16 Schaden, sehrschnell (ø 54 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): gering;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Gegnerbindung: sehr hoch;Effektivität mit zwei Waffen: sehr hoch;Waffenwechselzeit: 4 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;15 Behinderung;0.700 kg, Schwerter, Stufe 4;1800 Gold
item1122;Verstärktes Kupfer-Rapier;9-15 Schaden, sehrschnell (ø 48 Schaden pro Runde);Kritische Treffer: mittelmäßig mit hohem Potenzial;Kritische Treffer (Effektivität): sehr hoch;Treffsicherheit: sehr hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 4 Sekunden;Parieren: mittelmäßig mit hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.000 kg, Schwerter, Stufe 4;1800 Gold
item1103;Einfaches Eisen-Schwert;15-23 Schaden, schnell (ø 76 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 6 Sekunden;Parieren: mittelmäßig mit sehr hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;25 Behinderung;0.900 kg, Schwerter, Stufe 6;2400 Gold
item1113;Einfacher Eisen-Säbel;14-21 Schaden, sehrschnell (ø 70 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): gering;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Gegnerbindung: sehr hoch;Effektivität mit zwei Waffen: sehr hoch;Waffenwechselzeit: 4 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;15 Behinderung;0.700 kg, Schwerter, Stufe 6;2400 Gold
item1123;Einfaches Eisen-Rapier;11-19 Schaden, sehrschnell (ø 60 Schaden pro Runde);Kritische Treffer: mittelmäßig mit hohem Potenzial;Kritische Treffer (Effektivität): sehr hoch;Treffsicherheit: sehr hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 4 Sekunden;Parieren: mittelmäßig mit hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.000 kg, Schwerter, Stufe 6;2400 Gold
item1104;Verstärktes Eisen-Schwert;20-30 Schaden, schnell (ø 100 Schaden pro Runde);Kritische Treffer: gering mit geringem Potenzial;Kritische Treffer (Effektivität): mittelmäßig;Treffsicherheit: hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 6 Sekunden;Parieren: mittelmäßig mit sehr hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;25 Behinderung;0.900 kg, Schwerter, Stufe 9;3700 Gold
item1114;Verstärkter Eisen-Säbel;18-27 Schaden, sehrschnell (ø 90 Schaden pro Runde);Kritische Treffer: sehr gering mit sehr geringem Potenzial;Kritische Treffer (Effektivität): gering;Treffsicherheit: mittelmäßig;Gegnerwahl: sehr gut mit sehr hohem Potenzial;Gegnerbindung: sehr hoch;Effektivität mit zwei Waffen: sehr hoch;Waffenwechselzeit: 4 Sekunden;Parieren: schlecht mit mittlerem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;15 Behinderung;0.700 kg, Schwerter, Stufe 9;3700 Gold
item1124;Verstärktes Eisen-Rapier;15-25 Schaden, sehrschnell (ø 80 Schaden pro Runde);Kritische Treffer: mittelmäßig mit hohem Potenzial;Kritische Treffer (Effektivität): sehr hoch;Treffsicherheit: sehr hoch;Gegnerwahl: mittelmäßig mit mittlerem Potenzial;Gegnerbindung: mittelmäßig;Effektivität mit zwei Waffen: hoch;Waffenwechselzeit: 4 Sekunden;Parieren: mittelmäßig mit hohem Potenzial;Behinderungstoleranz (Hauptwaffe): mittelmäßig;Behinderungstoleranz (Zweitwaffe): mittelmäßig;Parierchancereduktion: gering;Ausweichchancereduktion: gering;Wirkung: 12 Sekunden ;10 Behinderung;1.000 kg, Schwerter, Stufe 9;3700 Gold
